rw_name	module	return_type	arg_signature	source_file	line	also_in
RtDictForAllEntries	other	const RtDict*	const RtDict* dictionary, RtDictEntryCallBack* callBack, RtDictEntryType data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	53	
RtDictRemoveEntry	other	RtDict*	RtDict* dictionary, RtDictEntryType entry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	57	
RtDictSchemaAddDict	other	RtDictSchema*	RtDictSchema* schema, RtDict* dict	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	21	
RtDictSchemaCreateDict	other	RtDict*	RtDictSchema* schema	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	17	
RtDictSchemaDestruct	other	RwBool	RtDictSchema* schema	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	9	
RtDictSchemaForAllDictionaries	other	RwBool	RtDictSchema* schema, RtDictCallBack* callback, RtDictEntryType data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	29	
RtDictSchemaGetCurrentDict	other	RtDict*	RtDictSchema* schema	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	33	
RtDictSchemaInit	other	RtDictSchema*	RtDictSchema* schema	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	5	
RtDictSchemaRemoveDict	other	RtDictSchema*	RtDictSchema* schema, RtDict* dict	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	25	
RtDictSchemaSetCurrentDict	other	RtDictSchema*	RtDictSchema* schema, RtDict* dict	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	37	
RtDictSchemaStreamReadDict	other	RtDict*	RtDictSchema* schema, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	13	
RtDictStreamGetSize	other	RwUInt32	const RtDict* dictionary	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	65	
RtDictStreamWrite	other	const RtDict*	const RtDict* dictionary, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	61	
RtGCondAllocateIndices	other	RwBool	RtGCondPolygon* polygon, RwInt32 num	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	349	
RtGCondAllocatePolygons	other	RwBool	RtGCondGeometryList* geometryList, RwInt32 num	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	347	
RtGCondAllocateVertices	other	RwBool	RtGCondGeometryList* geometryList, RwInt32 num	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	345	
RtGCondApplyGeometryConditioningPipeline	other	void	RtGCondGeometryList *geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	314	
RtGCondBuildNormalsPipelineNode	other	void	RtGCondGeometryList * geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	338	
RtGCondDecimateAndWeldGeometryPipeline	other	RwBool	RtGCondGeometryList *geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	342	
RtGCondFixAndFilterGeometryPipeline	other	RwBool	RtGCondGeometryList *geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	341	
RtGCondFreeIndices	other	void	RtGCondPolygon* polygon	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	364	
RtGCondFreePolygons	other	void	RtGCondGeometryList* geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	366	
RtGCondFreeVertices	other	void	RtGCondGeometryList* geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	365	
RtGCondGroundUVs	other	void	RtGCondGeometryList * geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	373	
RtGCondInitialize	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	375	
RtGCondLength	other	RwReal	RwV3d* vec	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	360	
RtGCondNormalize	other	RwBool	RwV3d* vec	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	359	
RtGCondParametersInit	other	void	RtGCondParameters* gcParams	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	353	
RtGCondParametersSet	other	void	RtGCondParameters* gcParams	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	354	
RtGCondReallocateIndices	other	RwBool	RtGCondPolygon* polygon, RwInt32 num	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	350	
RtGCondReallocatePolygons	other	RwBool	RtGCondGeometryList* geometryList, RwInt32 num	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	348	
RtGCondReallocateVertices	other	RwBool	RtGCondGeometryList* geometryList, RwInt32 num	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	346	
RtGCondRemapVerticesPipelineNode	other	void	RtGCondGeometryList * geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	325	
RtGCondRemoveIdenticalPolygonsPipelineNode	other	void	RtGCondGeometryList* geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	330	
RtGCondRemoveSliversPipelineNode	other	void	RtGCondGeometryList* geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	329	
RtGCondSnapPipelineNode	other	void	RtGCondGeometryList *geometryList, RwReal weldThreshold	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	317	
RtGCondSortVerticesOnMaterialPipelineNode	other	void	RtGCondGeometryList * geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	331	
RtGCondUnshareVerticesPipelineNode	other	RwBool	RtGCondGeometryList *geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	328	
RtGCondVectorsEqual	other	RwBool	RwV3d* v1, RwV3d* v2, RwReal tol	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgcond.h	372	
RtGenCPipeCreateGenericIm3DRenderPipelines	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgncpip.h	205	
RtGenCPipeCreateGenericIm3DTransformPipeline	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgncpip.h	203	
RtGenCPipeCreateGenericWorldPipelines	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgncpip.h	218	
RtGenCPipeDestroyGenericIm3DRenderPipelines	other	void	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgncpip.h	206	
RtGenCPipeDestroyGenericIm3DTransformPipeline	other	void	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgncpip.h	204	
RtGenCPipeDestroyGenericWorldPipelines	other	void	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtgncpip.h	219	
RtLtMapAtomicCalculateDensity	other	RwReal	RpAtomic *atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtltmap.h	689	
RtLtMapGetLightMapProcessCallBack	other	RtLtMapLightMapProcessCallBack	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtltmap.h	664	
RtLtMapSetLightMapProcessCallBack	other	RwBool	RtLtMapLightMapProcessCallBack cback	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtltmap.h	663	
RtLtMapSkyGetLumCalcCallBack	other	RtLtMapSkyLumCalcCallBack	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtltmap.h	686	
RtLtMapSkySetLumCalcCallBack	other	RwBool	RtLtMapSkyLumCalcCallBack cback	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtltmap.h	685	
RtLtMapWorldCalculateDensity	other	RwReal	RpWorld *world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtltmap.h	688	
RtMipKClumpCalculateKValues	other	void	RpClump *clump, RwCamera *camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtmipk.h	50	
RtMipKWorldCalculateKValues	other	void	RpWorld *world, RwCamera *camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtmipk.h	49	
RtQuatConvertFromMatrix	other	RwBool	RtQuat* qpQuat, const RwMatrix* const mpMatrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtquat.cpp	5	
RtQuatModulus	other	RwReal	RtQuat* q	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtquat.cpp	21	
RtQuatQueryRotate	other	const RtQuat*	const RtQuat* quat, RwV3d* unitAxis, RwReal* angle	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtquat.cpp	13	
RtQuatRotate	other	RtQuat*	RtQuat* quat, const RwV3d* axis, RwReal angle, RwOpCombineType combineOp	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtquat.cpp	9	
RtQuatSetupSlerpCache	other	void	RtQuat* qpFrom, RtQuat* qpTo, RtQuatSlerpCache* sCache	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtslerp.cpp	5	
RtQuatTransformVectors	other	RwV3d*	RwV3d* vectorsOut, const RwV3d* vectorsIn, const RwInt32 numPoints, const RtQuat* quat	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtquat.cpp	17	
RtSlerpDestroy	other	void	RtSlerp * spSlerp	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtslerp.h	213	
RtTOCDestroy	other	void	RtTOC *toc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rttoc.h	88	
RtTOCGetNumEntries	other	RwInt32	const RtTOC *toc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rttoc.h	91	
RtTOCStreamGetSize	other	RwUInt32	const RtTOC *toc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rttoc.h	95	
RtWingCreate	other	RwBool	RtWings* wings, RtGCondGeometryList* geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtwing.h	179	
RtWingDestroy	other	void	RtWings* wings	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtwing.h	181	
RtWingEdgeDecimation	other	void	RtWings* wings, RtGCondGeometryList *geometryList	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtwing.h	180	
RtWorldFindMaterialNum	other	RwInt32	RpWorld *world, RpMaterial *material	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtworld.h	61	
RtWorldGetNumPolygons	other	RwInt32	RpWorld *world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtworld.h	58	
RtWorldGetNumVertices	other	RwInt32	RpWorld *world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtworld.h	57	
RtWorldGetNumWorldSectors	other	RwInt32	RpWorld *world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtworld.h	56	
RtWorldImportDestroy	other	RwBool	RtWorldImport * nohsworld	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtimport.h	1178	
RtWorldImportGetNumTriangles	other	RwInt32	RtWorldImport * nohsworld	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtimport.h	1199	
RtWorldImportGetNumVertices	other	RwInt32	RtWorldImport * nohsworld	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtimport.h	1194	
RtWorldImportGuideKDDeletePartition	other	void	RtWorldImportGuideKDTree *KD	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtimport.h	855	
RtWorldImportGuideKDDestroy	other	void	RtWorldImportGuideKDTree *KD	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtimport.h	856	
RtWorldImportParametersGet	other	RtWorldImportParameters*	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtimport.h	1163	
RtWorldImportParametersInit	other	void	RtWorldImportParameters* params	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtimport.h	1161	
RtWorldImportParametersSet	other	void	RtWorldImportParameters* params	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtimport.h	1162	
RwBBoxAddPoint	other	RwBBox*	RwBBox* boundBox, const RwV3d* vertex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1065	
RwBBoxCalculate	other	RwBBox*	RwBBox* boundBox, const RwV3d* verts, RwInt32 numVerts	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1057	
RwBBoxContainsPoint	other	RwBool	const RwBBox* boundBox, const RwV3d* vertex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1069	
RwBBoxInitialize	other	RwBBox*	RwBBox* boundBox, const RwV3d* vertex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1061	
RwCameraBeginUpdate	camera	RwCamera*	RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1073	
RwCameraChunkInfoRead	camera	RwCameraChunkInfo*	RwStream* stream, RwCameraChunkInfo* cameraChunkInfo, RwInt32* bytesRead	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1165	
RwCameraClear	camera	RwCamera*	RwCamera* camera, RwRGBA* colour, RwInt32 clearMode	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1083	
RwCameraClone	camera	RwCamera*	RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1105	
RwCameraCreate	camera	RwCamera*		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1101	
RwCameraDestroy	camera	RwBool	RwCamera * camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1097	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwCameraEndUpdate	camera	RwCamera*	RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1078	
RwCameraForAllAtomicsInFrustum	camera	RwCamera*	RwCamera* camera, RpAtomicCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1098	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RwCameraForAllClumpsInFrustum	camera	RwCamera*	RwCamera* camera, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1094	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RwCameraForAllSectorsInFrustum	camera	RwCamera*	RwCamera* camera, RpWorldSectorCallBack callBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1102	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RwCameraFrustumTestSphere	camera	RwFrustumTestResult	const RwCamera* camera, const RwSphere* sphere	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1141	
RwCameraGetClump	camera	RpClump*	const RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	702	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RwCameraGetFarClipPlane	camera	RwReal	const RwCamera *camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h	5043	
RwCameraGetFogDistance	camera	RwReal	const RwCamera *camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h	5045	
RwCameraGetNearClipPlane	camera	RwReal	const RwCamera *camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h	5042	
RwCameraGetPluginOffset	camera	RwInt32	RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1133	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwCameraGetProjection	camera	RwCameraProjection	const RwCamera *camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h	5050	
RwCameraGetUserDataArrayCount	camera	RwInt32	const RwCamera *camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	82	
RwCameraGetWorld	camera	RpWorld*	const RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1054	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RwCameraRegisterPlugin	camera	RwInt32	RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1129	
RwCameraRegisterPluginStream	camera	RwInt32	RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1145	
RwCameraSetFarClipPlane	camera	RwCamera*	RwCamera* camera, RwReal farClip	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1125	
RwCameraSetFreeListCreateParams	camera	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1093	
RwCameraSetNearClipPlane	camera	RwCamera*	RwCamera* camera, RwReal nearClip	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1121	
RwCameraSetProjection	camera	RwCamera*	RwCamera* camera, RwCameraProjection projection	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1117	
RwCameraSetStreamAlwaysCallBack	camera	RwInt32	RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1149	
RwCameraSetViewOffset	camera	RwCamera*	RwCamera* camera, const RwV2d* offset	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1109	
RwCameraSetViewWindow	camera	RwCamera*	RwCamera* camera, const RwV2d* viewWindow	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1113	
RwCameraShowRaster	camera	RwCamera*	RwCamera* camera, void* pDev, RwUInt32 flags	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1088	
RwCameraStreamGetSize	camera	RwUInt32	const RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1153	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwCameraStreamRead	camera	RwCamera*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1157	
RwCameraStreamWrite	camera	const RwCamera*	const RwCamera* camera, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1161	
RwCameraValidatePlugins	camera	RwBool	const RwCamera * camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	1137	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwCoreInjectHooks	other	void		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\RenderWare.h	57	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp
RwD3D9CameraAttachWindow	other	RwBool	void* camera, void* hwnd	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	652	
RwD3D9CameraIsBBoxFullyInsideFrustum	other	RwBool	const void* camera, const void* boundingBox	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	804	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9CameraIsSphereFullyInsideFrustum	other	RwBool	const void* camera, const void* sphere	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	800	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9ChangeMultiSamplingLevels	other	RwBool	RwUInt32 numLevels	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	648	
RwD3D9ChangeVideoMode	other	RwBool	RwInt32 modeIndex	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	644	
RwD3D9CreatePixelShader	other	RwBool	const RwUInt32 *function, void **shader	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	784	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9CreateVertexBuffer	other	RwBool	RwUInt32 stride, RwUInt32 size, void* vertexBuffer, RwUInt32* offset	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	223	
RwD3D9CreateVertexDeclaration	other	RwBool	const void* elements, void* vertexdeclaration	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	772	
RwD3D9DDSTextureRead	other	RwTexture*	const RwChar* name, const RwChar* maskname	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	600	
RwD3D9DeletePixelShader	other	void	void *shader	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	788	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9DeleteVertexDeclaration	other	void		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	776	
RwD3D9DeleteVertexShader	other	void	void *shader	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	780	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9DestroyVertexBuffer	other	void	RwUInt32 stride, RwUInt32 size, void* vertexBuffer, RwUInt32 offset	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	227	
RwD3D9DeviceSupportsDXTTexture	other	RwBool		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	608	
RwD3D9DynamicVertexBufferCreate	other	RwBool	RwUInt32 size, void* vertexBuffer	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	231	
RwD3D9DynamicVertexBufferDestroy	other	void	void *vertexBuffer	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	235	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9DynamicVertexBufferLock	other	RwBool	RwUInt32 vertexSize, RwUInt32 numVertex, void* vertexBufferOut, void* vertexDataOut, RwUInt32* baseIndexOut	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	239	
RwD3D9DynamicVertexBufferUnlock	other	RwBool	void *vertexBuffer	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	243	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9EnableLight	other	RwBool	RwInt32 index, RwBool enable	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	764	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9EngineGetMaxMultiSamplingLevels	other	RwUInt32		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	616	
RwD3D9EngineSetMultiSamplingLevels	other	void	RwUInt32 numLevels	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	620	
RwD3D9EngineSetMultiThreadSafe	other	void	RwBool enable	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	628	
RwD3D9EngineSetRefreshRate	other	void	RwUInt32 refreshRate	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	624	
RwD3D9EngineSetSoftwareVertexProcessing	other	void	RwBool enable	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	632	
RwD3D9GetCaps	other	const void*		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	796	
RwD3D9GetCurrentD3DDevice	other	void*		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	612	
RwD3D9GetCurrentD3DRenderTarget	other	void*	RwUInt32 index	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	636	
RwD3D9GetLight	other	void	RwInt32 index, void* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	760	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.h
RwD3D9GetRenderState	other	void	RwUInt32 state, void* value	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	700	
RwD3D9GetSamplerState	other	void	RwUInt32 stage, RwUInt32 type, void* value	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	716	
RwD3D9GetStencilClear	other	RwUInt32		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	724	
RwD3D9GetTextureStageState	other	void	RwUInt32 stage, RwUInt32 type, void* value	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	708	
RwD3D9GetTransform	other	void	RwUInt32 state, void* matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rwcore.cpp	736	
