pc_va,xbox_va,tier,pc_name,subsystem,confidence,scaffold
0x004e65c0,0x0006c280,prop-weak,FUN_004e65c0,third-party-library[renderware],C1,ambiguous
0x004e6680,0x0006c2d0,prop-weak,RpClumpRender,render,C2,ambiguous
0x004e66d0,0x0006c320,prop-weak,RpClumpForAllAtomics,render,C2,ambiguous
0x004e6710,0x0006c360,prop-weak,FUN_004e6710,third-party-library[renderware],C1,ambiguous
0x004e6760,0x0006c3b0,prop-weak,RpClumpForAllLights,third-party-library[renderware],C1,ambiguous
0x004e67b0,0x0006c980,const,RpAtomicCreate,third-party-library[renderware],C1,ambiguous
0x004e6920,0x0006c480,prop-weak,FUN_004e6920,third-party-library[renderware],C1,ambiguous
0x004e6f80,0x0006c570,prop-weak,FUN_004e6f80,third-party-library[renderware],C1,ambiguous
0x004e7d40,0x0006c600,prop-mnem,RpAtomicRegisterPlugin,third-party-library[renderware],C1,ambiguous
0x004e7d70,0x0006c630,prop-mnem,RpClumpRegisterPlugin,third-party-library[renderware],C1,ok-asc
0x004e7da0,0x0006c660,prop-mnem,FUN_004e7da0,third-party-library[renderware],C1,ok-asc
0x004e7dd0,0x0006c690,prop-mnem,FUN_004e7dd0,third-party-library[renderware],C1,ok-asc
0x004e7df0,0x0006c6b0,prop-mnem,FUN_004e7df0,third-party-library[renderware],C1,ok-asc
0x004e7e30,0x0006c6f0,prop-weak,FUN_004e7e30,third-party-library[renderware],C1,ok-asc
0x004e8090,0x00070140,prop-weak,FUN_004e8090,third-party-library[renderware],C1,ok-asc
0x004e80c0,0x00070170,prop-mnem,FUN_004e80c0,third-party-library[renderware],C1,ok-asc
0x004e80f0,0x000701a0,prop-mnem,FUN_004e80f0,third-party-library[renderware],C1,ambiguous
0x004e8640,0x0006ee30,const,FUN_004e8640,third-party-library[renderware],C1,ambiguous
0x004e8750,0x0006ef80,interval,FUN_004e8750,third-party-library[renderware],C1,ok-asc
0x004e8910,0x0006f110,byte-full,FUN_004e8910,third-party-library[renderware],C1,ok-asc
0x004e8940,0x0006f140,interval,FUN_004e8940,third-party-library[renderware],C1,ok-asc
0x004e89a0,0x0006f1a0,prop-weak,FUN_004e89a0,third-party-library[renderware],C1,ok-asc
0x004e89e0,0x0006f1f0,byte-full,FUN_004e89e0,third-party-library[renderware],C1,ok-asc
0x004e8f50,0x0006f680,prop-mnem,FUN_004e8f50,third-party-library[renderware],C1,ok-asc
0x004e8f80,0x0006f6b0,prop-mnem,FUN_004e8f80,third-party-library[renderware],C1,ok-asc
0x004e8fb0,0x0006f6e0,prop-mnem,FUN_004e8fb0,third-party-library[renderware],C1,ambiguous
0x004e99b0,0x00070c90,prop-weak,FUN_004e99b0,third-party-library[renderware],C1,ambiguous
0x004eb3c0,0x00072d70,prop-weak,FUN_004eb3c0,third-party-library[renderware],C1,ambiguous
0x004eb9d0,0x00072540,prop-weak,FUN_004eb9d0,third-party-library[renderware],C1,ambiguous
0x004ec740,0x00046380,prop-mnem,FUN_004ec740,render,C2,flag
0x004ec750,0x00072290,prop-mnem,FUN_004ec750,render,C2,ambiguous
0x004ee1ce,0x001fc056,byte-prefix,FUN_004ee1ce,third-party-library[d3dx9-psgp],C2,ambiguous
0x004f0910,0x00071120,prop-mnem,FUN_004f0910,render,C2,ambiguous
0x004f0940,0x00071150,prop-mnem,FUN_004f0940,render,C2,ok-asc
0x004f3bd0,0x00072df0,prop-mnem,FUN_004f3bd0,render,C2,ambiguous
0x004f3be0,0x00072e80,prop-weak,FUN_004f3be0,render,C2,ambiguous
0x004f3cb0,0x00072f40,prop-weak,FUN_004f3cb0,render,C2,ambiguous
0x004fc9e0,0x001fc29e,byte-prefix,FUN_004fc9e0,third-party-library[d3dx9-psgp],C2,ambiguous
0x004fcb51,0x0022165f,mnem,FUN_004fcb51,third-party-library[d3dx9-shader-compiler],C2,ambiguous
0x004fd0d3,0x00218eb5,string,FUN_004fd0d3,third-party-library[d3dx9-shader-compiler],C2,ambiguous
0x005010f1,0x002139f6,string,FUN_005010f1,third-party-library[d3dx9-shader-compiler],C1,ambiguous
0x00501a85,0x002142f7,string,FUN_00501a85,third-party-library[d3dx9-hlsl-shader-compiler],C2,ok-asc
0x00501b38,0x002143a1,string,FUN_00501b38,third-party-library[d3dx9-hlsl-shader-compiler],C2,ok-asc
0x00502e9e,0x00214441,string,FUN_00502e9e,third-party-library[d3dx9-shader-compiler],C1,ambiguous
0x00514780,0x00022920,prop-weak,FUN_00514780,third-party-library[d3dx9-backward-extension],C2,ambiguous
0x00514920,0x00022ac0,const,FUN_00514920,third-party-library[d3dx9-backward-extension],C2,ambiguous
0x00514bd0,0x00022d80,string,FUN_00514bd0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00514d00,0x00023600,const,FUN_00514d00,third-party-library[d3dx9-backward-extension],C2,flag
0x00515260,0x000231c0,byte-prefix,FUN_00515260,third-party-library[d3dx9-backward-extension],C2,ambiguous
0x00515370,0x000232d0,string,FUN_00515370,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515680,0x00023870,prop-weak,FUN_00515680,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515710,0x000238f0,prop-weak,FUN_00515710,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515740,0x00023920,prop-weak,FUN_00515740,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515770,0x00023960,const,FUN_00515770,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x005157c0,0x000239b0,prop-weak,FUN_005157c0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x005159d0,0x00023bd0,interval,FUN_005159d0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515aa0,0x00023ca0,interval,FUN_00515aa0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515ae0,0x00023cd0,interval,FUN_00515ae0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515d50,0x00023f30,interval,FUN_00515d50,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515e50,0x00024030,interval,FUN_00515e50,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515ee0,0x000240c0,interval,FUN_00515ee0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515f30,0x00024110,string,FUN_00515f30,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00515fd0,0x000241b0,string,FUN_00515fd0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x005161a0,0x00024380,interval-mnem,FUN_005161a0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x005161d0,0x000243c0,prop-weak,FUN_005161d0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516320,0x00024520,interval,FUN_00516320,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516370,0x00024560,interval-mnem,FUN_00516370,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x005163a0,0x000245a0,interval,FUN_005163a0,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516430,0x00024630,interval,FUN_00516430,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516460,0x00024660,interval,FUN_00516460,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516570,0x00024740,interval,FUN_00516570,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516650,0x00024830,string,FUN_00516650,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516830,0x00024a20,interval,FUN_00516830,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516870,0x00024a60,interval,FUN_00516870,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516920,0x00024b10,interval,FUN_00516920,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516a70,0x00024c70,interval,FUN_00516a70,third-party-library[d3dx9-backward-extension],C2,ok-asc
0x00516bb0,0x00024db0,byte-full,png_write_data,util,C2,ok-asc
0x00516bd0,0x00024dd0,interval-mnem,png_flush_data,util,C2,ok-asc
0x00516bf0,0x00024df0,mnem,png_set_write_fn,util,C2,ok-asc
0x00516c40,0x00024e40,prop-weak,png_sig_cmp,util,C2,ok-asc
0x00516cc0,0x00024ec0,interval,png_zalloc,util,C2,ok-asc
0x00516d20,0x00024f20,prop-weak,thunk_png_free,util,C2,ok-asc
0x00516d30,0x00024f30,mnem,png_reset_crc,util,C2,ok-asc
0x00516d50,0x00024f50,prop-weak,png_calculate_crc,util,C2,ok-asc
0x00516da0,0x00025410,mnem,png_create_info_struct,util,C2,flag
0x00516de0,0x00024fa0,const,png_free_data,util,C2,ambiguous
0x005171a0,0x00025360,mnem,FUN_005171a0,util,C2,ambiguous
0x00517200,0x000253c0,prop-weak,FUN_00517200,util,C2,ambiguous
0x00517250,0x00022850,prop-weak,FUN_00517250,util,C2,ambiguous
0x00517270,0x00022870,prop-weak,FUN_00517270,util,C2,ambiguous
0x005173d0,0x00022830,byte-full,FUN_005173d0,util,C2,flag
0x005173f0,0x00025450,string,FUN_005173f0,util,C2,ok-asc
0x005175d0,0x00025620,string,FUN_005175d0,util,C2,ok-asc
0x00517940,0x00025990,string,FUN_00517940,util,C2,ok-asc
0x00517da0,0x00025df0,interval,FUN_00517da0,util,C2,ok-asc
0x00517e00,0x00025e40,string,FUN_00517e00,util,C2,ok-asc
0x00518080,0x00026330,mnem,FUN_00518080,util,C2,flag
0x00518140,0x000260c0,byte-prefix,FUN_00518140,util,C2,flag
0x005183a0,0x000263f0,interval,FUN_005183a0,util,C2,ok-asc
0x005183c0,0x00026410,string,FUN_005183c0,util,C2,ok-asc
0x005185a0,0x00029750,const,png_do_background,util,C2,ok-asc
0x00519270,0x0002a200,string,png_do_read_transformations,util,C2,ambiguous
0x005196f0,0x000265e0,prop-weak,FUN_005196f0,util,C2,ambiguous
0x00519820,0x00026710,prop-weak,FUN_00519820,util,C2,ambiguous
0x005199f0,0x00026930,prop-weak,FUN_005199f0,util,C2,ambiguous
0x00519af0,0x00026a40,prop-weak,FUN_00519af0,util,C2,ambiguous
0x00519bc0,0x00026b20,prop-weak,FUN_00519bc0,util,C2,ambiguous
0x00519e30,0x00026db0,prop-weak,FUN_00519e30,util,C2,ambiguous
0x00519f70,0x00026f00,prop-weak,FUN_00519f70,util,C2,ambiguous
0x0051a6c0,0x00027580,const,png_do_expand_palette,util,C2,ambiguous
0x0051b750,0x00028520,interval,FUN_0051b750,util,C2,ok-asc
0x0051bb40,0x000288b0,prop-weak,FUN_0051bb40,util,C2,ok-asc
0x0051bd70,0x00028ad0,prop-weak,FUN_0051bd70,util,C2,ok-asc
0x0051c100,0x00028e50,interval,FUN_0051c100,util,C2,ok-asc
0x0051c220,0x00028f90,const,png_build_gamma_table,util,C2,ok-asc
0x0051c9f0,0x0002a620,byte-full,FUN_0051c9f0,util,C2,ok-asc
0x0051ca10,0x0002a640,mnem,FUN_0051ca10,util,C2,ok-asc
0x0051ca60,0x0002a6c0,byte-full,FUN_0051ca60,util,C2,ok-asc
0x0051cb70,0x0002a7c0,prop-weak,FUN_0051cb70,util,C2,ok-asc
0x0051cbe0,0x0002b8c0,string,FUN_0051cbe0,util,C2,flag
0x0051cfc0,0x0002abc0,string,FUN_0051cfc0,util,C2,flag
0x0051d240,0x0002bcf0,const,FUN_0051d240,util,C2,ok-asc
0x0051d340,0x0002bdc0,string,FUN_0051d340,util,C2,ok-asc
0x0051d400,0x0002be40,string,FUN_0051d400,util,C2,ambiguous
0x0051d560,0x0002a830,string,FUN_0051d560,util,C2,flag
0x0051d900,0x0002bf30,string,FUN_0051d900,util,C2,ok-asc
0x0051dca0,0x0002c1d0,string,FUN_0051dca0,util,C2,ok-asc
0x0051e230,0x0002c520,string,png_write_tRNS,util,C2,ambiguous
0x0051e6f0,0x0002acc0,string,png_write_hIST,util,C2,ambiguous
0x0051e7f0,0x0002ad80,string,png_check_keyword,util,C2,ok-asc
0x0051ed60,0x0002c710,string,FUN_0051ed60,util,C2,flag
0x0051ee70,0x0002b0f0,const,FUN_0051ee70,util,C2,ambiguous
0x0051f0e0,0x0002b360,const,FUN_0051f0e0,util,C2,ok-asc
0x0051f240,0x0002c7e0,string,FUN_0051f240,util,C2,ok-asc
0x005207c0,0x0002de50,prop-weak,png_create_struct_2,util,C2,ok-asc
0x00520850,0x0002e000,byte-full,png_destroy_struct,util,C2,ok-asc
0x005208c0,0x0002e020,string,FUN_005208c0,util,C2,ok-asc
0x00520930,0x0002e070,mnem,png_free,util,C2,ambiguous
0x00520960,0x0002df60,prop-weak,FUN_00520960,util,C2,ambiguous
0x00520990,0x0002df90,caller,FUN_00520990,util,C2,ambiguous
0x005209d0,0x0002dfd0,prop-mnem,FUN_005209d0,util,C2,flag
0x00521110,0x0002f210,string,FUN_00521110,util,C2,flag
0x00521520,0x0002e140,string,FUN_00521520,util,C2,flag
0x00521990,0x0002e3d0,prop-weak,FUN_00521990,util,C2,ok-asc
0x00522970,0x0002f400,const,FUN_00522970,util,C2,ok-asc
0x00522ab0,0x0002f530,prop-weak,FUN_00522ab0,util,C2,ok-asc
0x00522b00,0x0002f580,mnem,FUN_00522b00,util,C2,ok-asc
0x00522b50,0x0002f5d0,interval,FUN_00522b50,util,C2,ok-asc
0x00522cc0,0x0002f6d0,byte-full,FUN_00522cc0,util,C2,ok-asc
0x00522ce0,0x0002f6f0,string,FUN_00522ce0,util,C2,ok-asc
0x00523110,0x0002faf0,interval,png_get_uint_32,util,C2,ok-asc
0x00523140,0x0002fb20,byte-full,png_crc_read,util,C2,ok-asc
0x00523360,0x0002fbd0,string,FUN_00523360,util,C2,ok-asc
0x00523640,0x00030b50,string,FUN_00523640,util,C2,ok-asc
0x005238c0,0x00030cc0,string,FUN_005238c0,util,C2,ok-asc
0x00523cd0,0x00030e60,string,FUN_00523cd0,util,C2,ok-asc
0x00523e40,0x00030eb0,string,FUN_00523e40,util,C2,ok-asc
0x005241f0,0x00031020,string,FUN_005241f0,util,C2,ok-asc
0x005245b0,0x00031190,string,FUN_005245b0,util,C2,ok-asc
0x00524f70,0x00031670,string,FUN_00524f70,util,C2,ok-asc
0x005253c0,0x00031870,string,FUN_005253c0,util,C2,ok-asc
0x00525870,0x00031a20,string,png_handle_sPLT,util,C2,ok-asc
0x00525bd0,0x00031c30,string,FUN_00525bd0,util,C2,ok-asc
0x00525fb0,0x00031e70,string,FUN_00525fb0,util,C2,ok-asc
0x00526310,0x00032090,string,FUN_00526310,util,C2,ok-asc
0x00526630,0x00032200,string,FUN_00526630,util,C2,ok-asc
0x00526910,0x00032320,string,FUN_00526910,util,C2,ok-asc
0x00526bf0,0x00032440,string,FUN_00526bf0,util,C2,ok-asc
0x005270e0,0x000326c0,string,FUN_005270e0,util,C2,ok-asc
0x00527560,0x00032860,string,FUN_00527560,util,C2,ok-asc
0x00527a40,0x00032a30,string,FUN_00527a40,util,C2,ambiguous
0x00527ee0,0x0002ff10,prop-weak,FUN_00527ee0,util,C2,ambiguous
0x00528200,0x00030220,prop-weak,FUN_00528200,util,C2,ambiguous
0x00528630,0x00030640,string,FUN_00528630,util,C2,flag
0x00528810,0x00032c90,string,FUN_00528810,util,C2,ok-asc
0x00528e00,0x00034a90,byte-full,zcalloc,util,C2,ok-asc
0x0052a9c0,0x00034ac0,prop-weak,FUN_0052a9c0,util,C2,ok-asc
0x0052ab00,0x00034be0,string,inflate,util,C2,ok-asc
0x0052b750,0x00035750,prop-weak,FUN_0052b750,util,C2,ok-asc
0x0052b7e0,0x000357e0,prop-weak,FUN_0052b7e0,util,C2,ok-asc
0x0052b820,0x00035820,prop-weak,FUN_0052b820,util,C2,ok-asc
0x0052bf20,0x00035f30,byte-full,FUN_0052bf20,util,C2,ok-asc
0x0052bf40,0x00036440,string,FUN_0052bf40,util,C2,ok-asc
0x0052c4a0,0x000364f0,string,inflate_fast_huffman_setup,util,C2,ok-asc
0x0052c630,0x00036680,const,FUN_0052c630,util,C2,ambiguous
0x0052c660,0x000366b0,prop-weak,FUN_0052c660,util,C2,ambiguous
0x0052c7a0,0x000367e0,prop-weak,FUN_0052c7a0,util,C2,ambiguous
0x0052d8e0,0x0008c930,prop-weak,FUN_0052d8e0,third-party-library[renderware],C1,ambiguous
0x0052de60,0x0008cca0,prop-weak,FUN_0052de60,util,C2,ambiguous
0x0052e0e0,0x0008cdc0,prop-weak,FUN_0052e0e0,third-party-library[renderware],C1,ambiguous
0x0052e310,0x00042f60,mnem,FUN_0052e310,third-party-library[renderware],C1,ambiguous
0x00532a60,0x00040330,prop-weak,FUN_00532a60,third-party-library[renderware],C1,ambiguous
0x005336d0,0x00042510,prop-mnem,FUN_005336d0,third-party-library[renderware],C1,ambiguous
0x00534920,0x0004d040,prop-weak,FUN_00534920,util,C2,ambiguous
0x00534a80,0x0001ce00,prop-weak,FUN_00534a80,third-party-library[renderware],C1,ambiguous
0x00535700,0x0001d8d0,prop-weak,FUN_00535700,third-party-library[renderware],C1,ambiguous
0x00538600,0x00079780,prop-weak,FUN_00538600,third-party-library[renderware],C1,ambiguous
0x00538a80,0x00079640,byte-full,FUN_00538a80,third-party-library[renderware],C1,ambiguous
0x00538b70,0x00079820,interval,FUN_00538b70,third-party-library[renderware],C1,ok-asc
0x00538ba0,0x00079850,interval,FUN_00538ba0,third-party-library[renderware],C1,ok-asc
0x00538bd0,0x000798d0,const,FUN_00538bd0,third-party-library[renderware],C1,ambiguous
0x00538c80,0x0004b2d0,byte-prefix,FUN_00538c80,third-party-library[renderware],C1,ambiguous
0x0053d060,0x0004b880,mnem,FUN_0053d060,third-party-library[renderware],C1,ambiguous
0x0053eaa0,0x0007afb0,prop-weak,FUN_0053eaa0,third-party-library[renderware],C1,ambiguous
0x0053fb70,0x0007a160,prop-weak,FUN_0053fb70,third-party-library[renderware],C1,ambiguous
0x0053fba0,0x0007a190,prop-mnem,FUN_0053fba0,third-party-library[renderware],C1,ambiguous
0x0053fea0,0x0007a1a0,mnem,FUN_0053fea0,third-party-library[renderware],C1,ok-asc
0x00543b10,0x0007f880,prop-mnem,FUN_00543b10,third-party-library[renderware],C1,ok-asc
0x00543d40,0x00080d40,prop-weak,FUN_00543d40,third-party-library[renderware],C1,ok-asc
0x00543d70,0x00080d70,prop-mnem,FUN_00543d70,third-party-library[renderware],C1,ok-asc
0x00543dc0,0x00080da0,mnem,FUN_00543dc0,third-party-library[renderware],C1,ok-asc
0x00543df0,0x00080de0,prop-mnem,FUN_00543df0,third-party-library[renderware],C1,ok-asc
0x00543e00,0x00080df0,interval-mnem,FUN_00543e00,third-party-library[renderware],C1,ok-asc
0x00543e10,0x00080e00,prop-mnem,FUN_00543e10,third-party-library[renderware],C1,ambiguous
0x00543e50,0x00081190,prop-weak,FUN_00543e50,third-party-library[renderware],C1,ambiguous
0x005449f0,0x0003e2c0,prop-weak,FUN_005449f0,third-party-library[renderware],C1,ambiguous
0x00544a70,0x0003e330,prop-weak,FUN_00544a70,third-party-library[renderware],C1,ambiguous
0x00544ad0,0x0003e3a0,prop-weak,FUN_00544ad0,third-party-library[renderware],C1,ambiguous
0x00544bf0,0x0003e4c0,prop-weak,FUN_00544bf0,third-party-library[renderware],C1,ambiguous
0x00544d20,0x0003e6e0,const,FUN_00544d20,third-party-library[renderware],C1,ambiguous
0x00545260,0x0004f220,prop-weak,FUN_00545260,third-party-library[renderware],C1,ambiguous
0x005459c0,0x0004d8e0,prop-weak,FUN_005459c0,third-party-library[renderware],C1,ambiguous
0x00546380,0x0004f090,prop-weak,FUN_00546380,third-party-library[renderware],C1,ambiguous
0x00546530,0x0004e3d0,prop-weak,FUN_00546530,third-party-library[renderware],C1,ambiguous
0x005493d0,0x00012b40,prop-mnem,FUN_005493d0,third-party-library[renderware],C1,ambiguous
0x00549580,0x00012a10,byte-full,FUN_00549580,third-party-library[renderware],C1,ambiguous
0x00549620,0x00012a70,byte-full,FUN_00549620,third-party-library[renderware],C1,ok-asc
0x00549640,0x00012d10,mnem,FUN_00549640,third-party-library[renderware],C1,ok-asc
0x00549a50,0x000136b0,mnem,FUN_00549a50,third-party-library[renderware],C1,ambiguous
0x00550350,0x000f6cc0,byte-full,FUN_00550350,third-party-library[renderware],C1,ambiguous
0x00550390,0x000f6d00,interval,sub_00550390,render,C2,ok-asc
0x00550400,0x000f6d60,mnem,FUN_00550400,third-party-library[renderware],C1,ok-asc
0x005504d0,0x000f6d90,prop-weak,FUN_005504d0,third-party-library[renderware],C1,ok-asc
0x00550750,0x000f6e20,prop-weak,FUN_00550750,third-party-library[renderware],C1,ok-asc
0x00550790,0x000f6f00,prop-weak,FUN_00550790,util,C2,ok-asc
0x005507a0,0x000f6f10,prop-weak,FUN_005507a0,third-party-library[renderware],C1,ok-asc
0x00550910,0x000f6f20,prop-weak,FUN_00550910,save,C2,ok-asc
0x00550950,0x000f6f60,prop-weak,FUN_00550950,audio,C2,ok-asc
0x00550980,0x000f6f90,prop-weak,VfsStreamRead,save,C3,ok-asc
0x005509b0,0x000f6fc0,mnem,FUN_005509b0,audio,C2,ok-asc
0x00550a20,0x000f7030,prop-weak,FUN_00550a20,third-party-library[renderware],C1,ok-asc
0x00550af0,0x000f7100,prop-mnem,FUN_00550af0,audio,C2,ok-asc
0x00551090,0x000f7860,prop-weak,FUN_00551090,third-party-library[renderware],C1,ok-asc
0x00551190,0x000f7b40,const,FUN_00551190,third-party-library[renderware],C1,flag
0x005512b0,0x000f7980,mnem,FUN_005512b0,third-party-library[renderware],C1,flag
0x00551410,0x000f7c30,interval,FUN_00551410,third-party-library[renderware],C1,ok-asc
0x00551460,0x000f7c70,interval,FUN_00551460,third-party-library[renderware],C1,ok-asc
0x00551510,0x000f7d30,byte-full,FUN_00551510,third-party-library[renderware],C1,ambiguous
0x005515a0,0x00011f00,prop-mnem,FUN_005515a0,third-party-library[renderware],C1,ambiguous
0x00551ad0,0x00011c30,const,FUN_00551ad0,third-party-library[renderware],C1,ambiguous
0x00551ce0,0x00011590,prop-weak,FUN_00551ce0,third-party-library[renderware],C1,ambiguous
0x00552020,0x000119a0,mnem,FUN_00552020,third-party-library[renderware],C1,flag
0x00552230,0x000121e0,prop-weak,FUN_00552230,third-party-library[renderware],C1,ok-asc
0x005522e0,0x000122c0,const,FUN_005522e0,third-party-library[renderware],C1,ok-asc
0x005524a0,0x00012480,byte-full,FUN_005524a0,third-party-library[renderware],C1,ok-asc
0x00552720,0x00012800,prop-mnem,FUN_00552720,third-party-library[renderware],C1,ambiguous
0x00552750,0x0001a680,prop-weak,FontCtx_ResetTransform,hud,C2,ambiguous
0x00552a60,0x0001a7f0,prop-weak,FontSys_SetActiveCamera,hud,C3,ambiguous
0x00552b60,0x0001b000,byte-full,FontSys_InitSeq,hud,C2,ambiguous
0x00552d10,0x0001ab10,byte-full,FontMatrix_Push,hud,C3,ambiguous
0x00552d70,0x0001ab70,mnem,ViewportStackPop,render,C3,ambiguous
0x005533d0,0x0001b4d0,prop-weak,FUN_005533d0,third-party-library[renderware],C1,ambiguous
0x00553e80,0x0001c060,prop-weak,FUN_00553e80,third-party-library[renderware],C1,ambiguous
0x00553ef0,0x0001c4e0,prop-weak,FUN_00553ef0,third-party-library[renderware],C1,ambiguous
0x00553f40,0x0001c120,prop-weak,FontGlyph_UploadData,hud,C2,ambiguous
0x00554010,0x0001c1f0,prop-weak,FUN_00554010,hud,C2,ambiguous
0x005540d0,0x0001c530,prop-weak,FontCanvas_Init,hud,C2,ambiguous
0x00555360,0x0001a560,string,FUN_00555360,hud,C2,ambiguous
0x005554d0,0x00019390,caller,FUN_005554d0,hud,C2,ambiguous
0x005555b0,0x00019460,prop-weak,FUN_005555b0,render,C2,ambiguous
0x00555830,0x000196f0,prop-weak,FUN_00555830,hud,C2,ambiguous
0x00555af0,0x00018130,const,FontCtx_LoadMetrics_Met,hud,C2,ambiguous
0x00555ff0,0x00018560,const,FontCtx_LoadMetrics_Atlas,hud,C2,ok-asc
0x00556780,0x00018d10,const,FUN_00556780,hud,C2,ambiguous
0x00556cd0,0x00019840,prop-weak,GetDat00912a20,hud,C3,ambiguous
0x00556d20,0x00017ad0,const,FontSys_InitBuffers,hud,C2,flag
0x00556e40,0x00017b20,prop-weak,FUN_00556e40,hud,C2,ok-asc
0x005571e0,0x0001ccb0,mnem,FontSys_InitFontPool,hud,C2,ok-asc
0x00557220,0x0001ccf0,byte-full,FontSys_ShutdownDataPools,hud,C2,ambiguous
0x00557250,0x0001cd20,prop-weak,FontSys_InitDataPools,hud,C2,ambiguous
0x005578a0,0x00046e10,prop-weak,FUN_005578a0,third-party-library[renderware],C1,ambiguous
0x00558100,0x00047040,prop-weak,FUN_00558100,gameplay,C2,ambiguous
0x005581f0,0x000788b0,mnem,FUN_005581f0,boot,C2,ambiguous
0x00559560,0x000b7240,prop-weak,FUN_00559560,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x00559b50,0x000b7680,mnem,FUN_00559b50,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x00559ba0,0x000b76d0,interval-mnem,FUN_00559ba0,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x00559bc0,0x000b76f0,byte-full,FUN_00559bc0,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x00559be0,0x000b7710,prop-weak,FUN_00559be0,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x00559c00,0x000b7730,byte-full,FUN_00559c00,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x00559c20,0x000b7750,prop-weak,FUN_00559c20,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055abb0,0x000b7f40,prop-weak,FUN_0055abb0,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055ac00,0x000b7f90,prop-weak,FUN_0055ac00,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055ad30,0x000b7ff0,prop-weak,FUN_0055ad30,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055ae50,0x000b80f0,prop-weak,FUN_0055ae50,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055af40,0x000b81b0,prop-weak,FUN_0055af40,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055b060,0x000b93d0,mnem,FUN_0055b060,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055b860,0x000bc330,prop-weak,FUN_0055b860,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055b930,0x000bc400,prop-mnem,FUN_0055b930,third-party-library[RenderWare-Physics-3.7],C1,flag
0x0055b940,0x000bc410,caller,PhysicsBodySetMass,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x0055bac0,0x000b9870,prop-mnem,FUN_0055bac0,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x0055bad0,0x000b9880,prop-mnem,FUN_0055bad0,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055bd80,0x000b9c60,prop-weak,FUN_0055bd80,third-party-library[RenderWare-Physics-3.7],C1,ok-asc
0x0055c490,0x000ba640,prop-mnem,FUN_0055c490,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x0055c4a0,0x000ba650,prop-weak,PhysicsBodySetRestitution,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x0055c4f0,0x000ba6b0,prop-weak,PhysicsBodySetFriction,vehicle,C2,ambiguous
0x0055c540,0x000ba730,prop-weak,FUN_0055c540,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x0055c810,0x000bc300,prop-weak,PhysicsBodySetLinearVelocity,vehicle,C2,ambiguous
0x0055dc70,0x000b8f70,prop-weak,FUN_0055dc70,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x0055dca0,0x000b8d60,prop-weak,FUN_0055dca0,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
0x0055ddd0,0x000b8e60,prop-weak,FUN_0055ddd0,third-party-library[RenderWare-Physics-3.7],C1,ambiguous
