rva,symbol,name,conf,subsystem,file,verdict,imm,detail
00550bc0,VfsStreamGetType,VfsStreamGetType,C4,save,VfsStream.cpp,PASS,same,data=0 ours=8B orig=8B
00551180,RtFSHandlerCancel,RtFSHandlerCancel,C3,util,RtFSHandlerCancel.cpp,SKIP,,no Ghidra bounds for RVA
005514e0,RtFSHandler_IsEOF,RtFSHandler_IsEOF,C3,util,RtFSHandler.cpp,SKIP,,no Ghidra bounds for RVA
00552750,FontCtx_ResetTransform,FontCtx_ResetTransform,C3,hud,TextCluster.cpp,PASS,DIFF,imm -- +0x0
00552840,FontCtx_SetRotation,FontCtx_SetRotation,C3,hud,BatchAA_s1.cpp,PASS,DIFF,"imm -0xc,0x1c +0x10"
00552c10,FontSys_InitRenderState,FontSys_InitRenderState,C3,hud,FontCtx.cpp,FAIL,DIFF,"data -0x912bfc +0x912700; imm -0x1,0x1f,0x100 +0x0,0x2"
00552d10,FontMatrix_Push,FontMatrix_Push,C3,hud,FontCtx.cpp,PASS,DIFF,imm -0x10 +-
00552d70,ViewportStackPop,ViewportStackPop,C3,render,HighAB3Helpers_p6.cpp,PASS,DIFF,imm -- +0x0
00552da0,FontCtx_SetScale,FontCtx_SetScale,C3,hud,FontCtx.cpp,PASS,DIFF,"imm -0x18 +0x0,0x10"
00552df0,FontCtx_SetTranslation,FontCtx_SetTranslation,C4,hud,FontCtx.cpp,PASS,DIFF,imm -0x18 +0x10
00556cc0,SetDat00912a20,SetDat00912a20,C3,hud,BatchAA_s3.cpp,PASS,same,data=1 ours=10B orig=10B
00556cc0,FontAtlasSlotSet,SetDat00912a20,C3,hud,Cluster_v1.cpp,PASS,same,data=1 ours=10B orig=10B
00556cd0,GetDat00912a20,GetDat00912a20,C3,hud,BatchAA_s6.cpp,PASS,same,data=1 ours=6B orig=6B
00556cd0,FontAtlasSlotGet,GetDat00912a20,C3,hud,Cluster_v1.cpp,PASS,same,data=1 ours=6B orig=6B
00557110,Delta557110,FUN_00557110,C3,hud,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=173B orig=169B
00558100,Set558100,FUN_00558100,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=46B orig=63B
00558140,Clear558140,FUN_00558140,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=48B orig=51B
0055ac00,RwpShapeActiveBitSet,RwpShapeActiveBitSet,C4,third-party-library[RenderWare-Physics-3.7],RwpIntegrator.cpp,FAIL,DIFF,"data -- +0x771968; imm -0x1 +0x0,0x3,0x4,0x14,0x30,0x5c"
0055b800,RwpBodyMatrixRefresh,RwpBodyMatrixRefresh,C4,third-party-library[RenderWare-Physics-3.7],RwpIntegrator.cpp,FAIL,DIFF,"data -- +0x771968; imm -0x20 +-0x1,0x3,0x8,0xc,0x10,0x14"
0055c000,FUN_0055c000,RwpGjkSupportMap,C3,third-party-library[RenderWare-Physics-3.7],RwpIntegrator.cpp,PASS,DIFF,imm -0x18 +0x2c
0055c4f0,PhysicsBodySetFriction,PhysicsBodySetFriction,C3,vehicle,PhysicsBodySetFriction.cpp,PASS,same,data=0 ours=73B orig=76B
0055c810,PhysicsBodySetLinearVelocity,PhysicsBodySetLinearVelocity,C3,vehicle,PhysicsBodySetLinearVelocity.cpp,PASS,same,data=0 ours=46B orig=44B
0055deb0,RwpWorldSolverHandle_RegAbi,RwpWorldSolverHandle_RegAbi,C3,third-party-library[RenderWare-Physics-3.7],RwpIntegrator.cpp,PASS,DIFF,imm -- +0x8
0055dec0,UtilDeref55dec0,FUN_0055dec0,C3,util,UtilLeaves_ab6.cpp,PASS,same,data=0 ours=7B orig=7B
0055dff0,RwpBodyRefreshGate,RwpBodyRefreshGate,C4,third-party-library[RenderWare-Physics-3.7],RwpIntegrator.cpp,FAIL,DIFF,"data -- +0x771968; imm -0xffff +0x3,0x4,0x8,0x10,0x3c,0xb0"
0055e200,RwpSolverContextSet,RwpSolverContextSet,C4,third-party-library[RenderWare-Physics-3.7],RwpIntegrator.cpp,FAIL,DIFF,"data -- +0x771968; imm -- +0x3,0x4,0x10,0x24,0x44"
0057c210,RwpBodyTableLookup,RwpBodyTableLookup,C4,third-party-library[RenderWare-Physics-3.7],RwpIntegrator.cpp,FAIL,DIFF,"data -- +0x771968; imm -- +0x3,0x4,0xc,0x24,0x44"
005a6190,Clamp5a6190,Clamp5a6190,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=31B orig=31B
005a6c90,AudioPoolFreeGuardB,AudioPoolFreeGuardB,C3,audio,AudioPoolFreeGuards.cpp,PASS,same,data=1 ours=27B orig=25B
005a7420,Insert5a7420,FUN_005a7420,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=53B orig=64B
005a7a60,NestedListSearch5a7a60,FUN_005a7a60,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=61B orig=60B
005a7af0,Thunk5a7af0,FUN_005a7af0,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=18B orig=16B
005a7b40,AudioCtxSwap5a7b40,AudioCtxSwap5a7b40,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=1 ours=16B orig=16B
005a7b50,Global7dcabcGet,Global7dcabcGet,C3,audio,PromoLoop_round32.cpp,PASS,same,data=1 ours=6B orig=6B
005a8960,AudioVoiceQueueSet5a8960,FUN_005a8960,C3,audio,AudioVoiceQueueSet.cpp,PASS,DIFF,"imm -0x8,0x154 +0x80"
005a89a0,VoiceFieldD6cGet,FUN_005a89a0,C3,audio,TimerGetters_ah5.cpp,PASS,same,data=0 ours=11B orig=11B
005a89b0,VoiceFieldD70Get,FUN_005a89b0,C3,audio,TimerGetters_ah5.cpp,PASS,same,data=0 ours=11B orig=11B
005a89c0,VoiceFieldD74Get,FUN_005a89c0,C3,audio,TimerGetters_ah5.cpp,PASS,same,data=0 ours=11B orig=11B
005a9e10,AudioSubStructTwoCallInit,AudioSubStructTwoCallInit,C3,audio,AudioDSound.cpp,PASS,same,data=0 ours=36B orig=34B
005a9e40,AudioOutputNodeCbDispatch,FUN_005a9e40,C3,audio,AudioDSound.cpp,PASS,same,data=0 ours=31B orig=32B
005aa030,Search5aa030,FUN_005aa030,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=47B orig=38B
005aa0c0,AudioTreeWalkPredicateSearch,AudioTreeWalkPredicateSearch,C3,audio,RwsStream.cpp,PASS,same,data=1 ours=170B orig=177B
005aa1e0,Cmp5aa1e0,FUN_005aa1e0,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=28B orig=26B
005aa8a0,AudioListSearch,FUN_005aa8a0,C3,audio,AudioListSearch_wfb0f.cpp,PASS,same,data=0 ours=42B orig=42B
005aa9c0,Get5aa9c0,FUN_005aa9c0,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x2c +-
005aad40,AudioRootGet,FUN_005aad40,C3,audio,TimerGetters_ah5.cpp,PASS,same,data=1 ours=6B orig=6B
005ab070,AudioTimerRateGet,FUN_005ab070,C3,audio,TimerGetters_ah5.cpp,PASS,same,data=2 ours=23B orig=21B
005ab370,ChannelField10Get,FUN_005ab370,C3,audio,TimerGetters_ah5.cpp,PASS,same,data=0 ours=8B orig=8B
005ab380,AudioRwsChunkHeaderRead,AudioRwsChunkHeaderRead,C3,audio,RwsStream.cpp,PASS,DIFF,imm -0xffff +0x0
005ab410,AudioRwsChunkTypeSeek,AudioRwsChunkTypeSeek,C3,audio,RwsStream.cpp,PASS,DIFF,"imm -0xc,0x14,0x35000,0x37002 +0x18,0x2002"
005ab980,Ring5ab980,FUN_005ab980,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x2,0x3 +0xc,0x10"
005abcb0,AudioWaveNodeFree,AudioWaveNodeFree,C3,audio,AudioRws.cpp,PASS,same,data=1 ours=65B orig=61B
005abf80,AudioWaveVtableSlot1cDispatch,AudioWaveVtableSlot1cDispatch,C3,audio,RwsStream.cpp,PASS,same,data=0 ours=17B orig=17B
005abfa0,AudioWaveLoad,FUN_005abfa0,C3,audio,MixedC3Sweep.cpp,PASS,DIFF,"imm -0x1c,0xff +0x28,0x2c"
005ac540,AudioByte54Bit3Get,AudioByte54Bit3Get,C3,audio,AudioLeaves_ab1.cpp,PASS,same,data=0 ours=15B orig=16B
005ac5f0,AudioFmtDescEqual,AudioFmtDescEqual,C3,audio,RwsFmt.cpp,PASS,DIFF,"imm -0x1,0xfffffffd +0x0,0xfd"
005ac740,AudioSubStructBufCleanup,AudioSubStructBufCleanup,C3,audio,AudioRws.cpp,PASS,DIFF,imm -- +0x0
005ac7b0,AudioSubStructDualInit,AudioSubStructDualInit,C3,audio,AudioRws.cpp,PASS,same,data=0 ours=49B orig=47B
005ac900,AudioContextLookup,AudioContextLookup,C3,audio,AudioRws.cpp,PASS,DIFF,"imm -0x8,0x1c +0x14"
005ac980,AudioFmtDescCopy,AudioFmtDescCopy,C3,audio,AudioRws.cpp,PASS,DIFF,imm -- +0x0
005ac9e0,AudioFmtEntryMatch,AudioFmtEntryMatch,C3,audio,RwsFmt.cpp,PASS,same,data=0 ours=79B orig=89B
005aca80,AudioFmtSizeCalc,AudioFmtSizeCalc,C3,audio,AudioRws.cpp,PASS,DIFF,imm -- +0x0
005acd10,AudioFmtTableSearch,AudioFmtTableSearch,C3,audio,AudioRws.cpp,PASS,same,data=0 ours=74B orig=74B
005acd60,AudioFmtGlobalScan,AudioFmtGlobalScan,C3,audio,AudioRws.cpp,FAIL,DIFF,data -- +0x633698; imm -0x9 +0x4
005ad540,AudioSubStructLinkBoth,FUN_005ad540,C3,audio,AudioRws.cpp,PASS,same,data=0 ours=36B orig=34B
005ad8b0,AudioPoolFreeGuardC,AudioPoolFreeGuardC,C3,audio,AudioPoolFreeGuards.cpp,PASS,same,data=1 ours=27B orig=25B
005addd0,AudioListInsertHead,AudioListInsertHead,C3,audio,AudioRws.cpp,PASS,same,data=1 ours=50B orig=49B
005ade10,AudioListRemoveByValue,AudioListRemoveByValue,C3,audio,AudioRws.cpp,PASS,same,data=1 ours=66B orig=66B
005ade60,AudioListIndexOfKey,AudioListIndexOfKey,C3,audio,AudioLeaves_ab1.cpp,PASS,same,data=0 ours=40B orig=36B
005ade90,AudioListDrain2,AudioListDrain2,C3,audio,AudioDSound.cpp,PASS,same,data=1 ours=54B orig=50B
005ade90,AudioListDrain,AudioListDrain2,C3,audio,AudioRws.cpp,FAIL,DIFF,"data -- +0x9146c8,0x9146d0,0x9146d8; imm -0x8 +0x1,0x2,0x3,0x4,0x7,0x80"
005aded0,AudioListNodeCount,AudioListNodeCount,C3,audio,AudioLeaves_ab1.cpp,PASS,same,data=0 ours=25B orig=22B
005adf30,AudioFmtKeyCompare,AudioFmtKeyCompare,C3,audio,AudioRws.cpp,PASS,DIFF,imm --0x1 +0x1
005adfe0,AudioSubStructLinkBuffer,AudioSubStructLinkBuffer,C3,audio,AudioRws.cpp,PASS,DIFF,imm -0xfd +0xfffffffd
005ae010,AudioSubStructLinkDevice,AudioSubStructLinkDevice,C3,audio,AudioRws.cpp,PASS,DIFF,imm -0xfe +0xfffffffe
005ae030,AudioSubStructCleanup,AudioSubStructCleanup,C3,audio,AudioRws.cpp,FAIL,DIFF,"data -- +0x7dda28; imm -- +0x1,0x2,0x4,0xfffffffd,0xfffffffe"
005ae050,AudioSubStructBFree,AudioSubStructBFree,C3,audio,AudioRws.cpp,PASS,DIFF,imm -0xfd +0xfffffffd
005ae080,AudioSubStructAFree,AudioSubStructAFree,C3,audio,AudioRws.cpp,PASS,DIFF,imm -0xfe +0xfffffffe
005ae0b0,AudioSubStructZeroInit,AudioSubStructZeroInit,C3,audio,AudioRws.cpp,PASS,DIFF,imm -- +0x0
005ae0c0,AudioWaveFmtCopy,AudioWaveFmtCopy,C3,audio,AudioRws.cpp,PASS,DIFF,"imm -0x2,0x4,0x24 +0x0"
005ae170,Cmp5ae170,FUN_005ae170,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=81B orig=81B
005ae380,AudioPoolFreeGuardA,AudioPoolFreeGuardA,C3,audio,AudioPoolFreeGuards.cpp,PASS,same,data=1 ours=26B orig=24B
005ae4c0,Alloc5ae4c0,FUN_005ae4c0,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=139B orig=139B
005ae550,Unlink5ae550,FUN_005ae550,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=60B orig=58B
005ae590,AudioArenaBlockIsFree,AudioArenaBlockIsFree,C3,audio,AudioLeaves_ab1.cpp,PASS,same,data=0 ours=16B orig=24B
005ae650,AudioPoolConstruct,AudioPoolConstruct,C3,audio,AudioRws.cpp,FAIL,DIFF,"data -0x7ddab0 +0x7dda84; imm -0x0,0x4,0x30800 +-"
005ae780,AudioPoolDestroy,AudioPoolDestroy,C3,audio,AudioRws.cpp,PASS,same,data=1 ours=94B orig=90B
005ae800,AudioPoolBlockAlloc,AudioPoolBlockAlloc,C3,audio,AudioRws.cpp,PASS,DIFF,"imm -0x2,0x3 +0x0,0xc"
005ae920,AudioPoolFree,AudioPoolFree,C3,audio,AudioRws.cpp,PASS,DIFF,"imm -- +0x1,0x7"
005aea10,AudioAlignedAlloc,AudioAlignedAlloc,C3,audio,AudioMemory.cpp,PASS,DIFF,imm -0x2 +0xfffffffc
005aea40,AudioAlignedFree,AudioAlignedFree,C3,audio,AudioMemory.cpp,PASS,same,data=0 ours=16B orig=16B
005aeb90,AudioLinearToLog,FUN_005aeb90,C3,audio,TimerGetters_ah5.cpp,PASS,DIFF,imm -- +0x14
005aec00,AudioByteReverse,AudioByteReverse,C3,audio,AudioMemory.cpp,PASS,same,data=0 ours=56B orig=43B
005aec30,AudioByteSwapBuffer,AudioByteSwapBuffer,C3,audio,AudioMemory.cpp,PASS,DIFF,"imm -0x8,0x10,0xff00 +-"
005aeca0,AudioFieldEndianPack,AudioFieldEndianPack,C3,audio,AudioRws.cpp,PASS,DIFF,"imm -0x8,0x10,0xff00 +0x1"
005aeda0,AudioShiftAddMul64,AudioShiftAddMul64,C3,audio,AudioLeaves_ab1.cpp,PASS,same,data=0 ours=160B orig=128B
005aee20,AudioBitScanForward,AudioBitScanForward,C4,audio,AudioMemory.cpp,PASS,same,data=0 ours=27B orig=28B
005aeea0,AudioSemaphoreCreate,AudioSemaphoreCreate,C3,audio,AudioDSound.cpp,PASS,same,data=0 ours=34B orig=33B
005aef00,AudioThreadDescInit,AudioThreadDescInit,C3,audio,AudioDSound.cpp,PASS,same,data=0 ours=39B orig=39B
005aefa0,AudioAtomicExchangeStore,FUN_005aefa0,C3,audio,AtomicExchangeStore.cpp,PASS,same,data=0 ours=11B orig=21B
005af200,AudioChainWalk,AudioChainWalk,C3,audio,AudioChainWalk.cpp,PASS,same,data=0 ours=52B orig=35B
005af700,Get5af700,FUN_005af700,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=65B orig=63B
005b0700,AudioListMinKeySelect,AudioListMinKeySelect,C3,audio,AudioLeaves_ab1.cpp,PASS,same,data=0 ours=59B orig=57B
005b0b60,Search5b0b60,FUN_005b0b60,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +-0x4c
005b0b90,Init5b0b90,Init5b0b90,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
005b0bb0,QuadBufferBuild5b0bb0,FUN_005b0bb0,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x4,0x10,0x14 +0x0,0x1,0x2,0x8,0x3c"
005b0c70,Init5b0c70,Init5b0c70,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
005b0ca0,CmdBuild5b0ca0Set,CmdBuild5b0ca0Set,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=15B orig=19B
005b0cf0,RecUpd5b0cf0,FUN_005b0cf0,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=170B orig=170B
005b0dc0,CmdBuild5b0dc0Set,CmdBuild5b0dc0Set,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=18B orig=19B
005b0ec0,StateAdv5b0ec0,FUN_005b0ec0,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -- +0x0,0x1,0x2"
005b0f10,Init5b0f10,Init5b0f10,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
005b0f90,StateInsert5b0f90,FUN_005b0f90,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x2 +0x1
005b10a0,AudioTableDispatchAt4,AudioTableDispatchAt4,C3,audio,AudioTableDispatch.cpp,PASS,same,data=0 ours=35B orig=38B
005b10e0,AudioTableDispatchAt8,AudioTableDispatchAt8,C3,audio,AudioTableDispatch.cpp,PASS,same,data=0 ours=35B orig=38B
005b1160,RingHeaderInit,RingHeaderInit,C3,audio,RingHeaderInit.cpp,PASS,DIFF,imm -- +0x0
005b1180,Tbl5b1180,FUN_005b1180,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0xff +-
005b11d0,Counter5b11d0,FUN_005b11d0,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=37B orig=31B
005b2fd0,Calc5b2fd0,FUN_005b2fd0,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=63B orig=70B
005b3580,AudioListHeaderInit,FUN_005b3580,C3,audio,AudioLeaves_ab2.cpp,PASS,same,data=0 ours=19B orig=19B
005b3580,AudioListInit,FUN_005b3580,C3,audio,AudioList_ag.cpp,PASS,same,data=0 ours=19B orig=19B
005b35a0,AudioListPushBack,FUN_005b35a0,C3,audio,AudioList_ag.cpp,PASS,same,data=0 ours=48B orig=51B
005b35e0,Remove5b35e0,FUN_005b35e0,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=22B orig=58B
005b3670,AudioListFind,FUN_005b3670,C3,audio,AudioList_ag.cpp,PASS,DIFF,"imm -- +-0x20,0x4"
005b36b0,AudioListAt,FUN_005b36b0,C3,audio,AudioList_ag.cpp,PASS,DIFF,"imm -- +-0x20,0x1,0x4"
005b4060,AudioFmtConvertByteLength,AudioFmtConvertByteLength,C3,audio,AudioLeaves_ab2.cpp,PASS,DIFF,imm -0xc +0x1f
005b6a40,SuccApproxQuantize5b6a40,FUN_005b6a40,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x58,0xff +0x1f"
005b6b00,Accum5b6b00,FUN_005b6b00,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=123B orig=123B
005b73b0,AudioFindExtension,AudioFindExtension,C3,audio,AudioLeaves_ab3.cpp,PASS,same,data=0 ours=40B orig=38B
005b93a0,Calc5b93a0,FUN_005b93a0,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x4 +0x400
005b9410,AudioSourceLoopSet,AudioSourceLoopSet,C3,audio,AudioLeaves_ab3.cpp,PASS,DIFF,"imm -0xf7 +0x0,0x800,0xfffff7ff"
005baf00,MusicGroupVolumeSet,MusicGroupVolumeSet,C3,audio,AudioMusic.cpp,PASS,same,data=0 ours=82B orig=62B
005baf40,AudioRendererField3cSet,AudioRendererField3cSet,C3,audio,AudioLeaves_ab3.cpp,PASS,same,data=0 ours=27B orig=29B
005baf60,AudioBufFieldSet,AudioBufFieldSet,C3,audio,AudioDSound.cpp,PASS,DIFF,imm -0x1 +0x100
005baf90,AudioDSoundRelease,AudioDSoundRelease,C3,audio,AudioDSound.cpp,PASS,DIFF,"imm -0x2,0x3,0x4,0x5,0x6,0xff +-"
005bb5b0,AudioPcmSaturatedAdd,AudioPcmSaturatedAdd,C3,audio,AudioLeaves_ab3.cpp,PASS,DIFF,"imm -0x4,0x24,0xfffffffc +0x10,0xd8,0x8000,0xfffffff8"
005bbfc0,AudioDSoundSecondaryInit,AudioDSoundSecondaryInit,C3,audio,AudioDSound.cpp,PASS,same,data=0 ours=93B orig=88B
005bc400,AudioDSoundQIChain,AudioDSoundQIChain,C3,audio,AudioDSound.cpp,PASS,same,data=0 ours=86B orig=78B
005bc450,AudioSlotPairZero,AudioSlotPairZero,C3,audio,AudioLeaves_ab3.cpp,PASS,same,data=0 ours=18B orig=18B
005bcb80,AudioMediaSubtypeFromTag,AudioMediaSubtypeFromTag,C3,audio,AudioLeaves_ab3.cpp,PASS,DIFF,"imm -0x0,0x10 +0x100000"
005bde50,ClearDesc5bde50,ClearDesc5bde50,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
005be140,AudioSubStructThreeWrite,FUN_005be140,C3,audio,AudioRws.cpp,PASS,same,data=0 ours=26B orig=26B
005be190,AudioRwsSubZeroInit,AudioRwsSubZeroInit,C3,audio,AudioRws.cpp,PASS,DIFF,imm -- +0x0
005be930,AudioClear5be930,AudioClear5be930,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
005beb50,Init5beb50,Init5beb50,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
005bf660,Audio3DwordZero,Audio3DwordZero,C3,audio,AudioLeaves_ab4.cpp,PASS,DIFF,imm -- +0x0
005bf7d0,AudioCb5bf7d0Set,AudioCb5bf7d0Set,C3,audio,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=25B orig=25B
005bfcc0,AudioCounterPairGet,AudioCounterPairGet,C3,audio,AudioLeaves_ab4.cpp,SKIP,,symbol absent from obj (mangled/static/inlined)
005c4d30,CondGet5c4d30,CondGet5c4d30,C3,boot,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
005c6b60,Delta5c6b60,Delta5c6b60,C3,boot,PromoLoop_sessionB.cpp,PASS,DIFF,imm -0x3f +-
005c7500,AudioMixerRateCompute,AudioMixerRateCompute,C3,audio,AudioLeaves_ab4.cpp,PASS,DIFF,imm -0xc +-
005c75b0,AudioVoiceField8cGet,AudioVoiceField8cGet,C3,audio,AudioLeaves_ab4.cpp,PASS,same,data=0 ours=11B orig=11B
005c9120,Init5c9120,Init5c9120,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,imm -- +0x0
005c9380,AudioBitBufSizeCalc,AudioBitBufSizeCalc,C3,audio,AudioLeaves_ab4.cpp,PASS,same,data=0 ours=21B orig=18B
005c95b0,BitRangeFill5c95b0,FUN_005c95b0,C3,audio,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x1,0xff +0x0"
005c9770,AudioPcmPackSaturate,AudioPcmPackSaturate,C3,audio,AudioLeaves_ab4.cpp,FAIL,DIFF,"data -0x7fff00 +0x7fff01; imm -0x0,0xffff8000 +0x8000"
